"UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","PER","R_DEF","H_MUD","SEL_SUST","TIPO_CUEST","N_ENT","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_1","BP1_6_2","BP1_6_3","BP1_6_4","BP1_6_5","BP1_6_6","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_7_6","BP1_8_1","BP1_8_2","BP1_8_3","BP1_8_4","BP1_8_5","BP1_8_6","BP1_9_1","BP1_9_2","BP1_9_3","BP1_9_4","BP1_9_5","BP1_9_6","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_1","BP2_4_2","BP2_4_3","BP2_4_4","BP2_4_5","BP2_4_6","BP2_4_7","BP2_4_8","BP2_4_9","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_99","BP3_2","BP3_3","BP3_4","BP3_5","BP3_6","BP4_1_1","BP4_1_2","BP4_1_3","BP4_1_4","BP4_1_5","BP4_1_6","BP4_1_7","BP4_1_8","BP4_1_9","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"1500734
","05
","02
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","3
","2
","1
","1
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","4
","1
","2
","1
","2
","1
","1
","2
","1
","1
","1
","1
","2
","2
","1
","2
","1
","2
","2
","2
","2
","2
","2
","1
","2
","
","
","
","
","2
","
","
","
","
","
","2
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","0
","1
","0
","0
","1
","0
","1
","0
","1
","1
","0
","0
","0
","4
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2659
","U
","3
","27350
","0590
"
"1500739
","02
","01
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","5
","1
","1
","2
","2
","3
","2
","2
","2
","2
","2
","1
","1
","3
","1
","2
","1
","2
","2
","2
","1
","2
","1
","1
","2
","1
","3
","2
","1
","2
","2
","2
","2
","1
","2
","1
","1
","2
","1
","2
","
","2
","2
","
","2
","3
","
","3
","1
","
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","1
","1
","0
","1
","0
","0
","1
","0
","1
","1
","1
","0
","0
","0
","0
","3
","1
","1
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1671
","U
","3
","27360
","0590
"
"1500739
","03
","01
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","5
","2
","1
","1
","1
","1
","1
","1
","2
","2
","2
","1
","1
","1
","2
","1
","2
","1
","1
","1
","1
","2
","1
","2
","2
","1
","3
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","1
","1
","3
","2
","2
","2
","2
","2
","3
","3
","3
","3
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","0
","1
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","2
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1114
","U
","3
","27360
","0590
"
"1500739
","05
","03
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","5
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","1
","1
","1
","2
","2
","1
","1
","2
","1
","2
","2
","2
","2
","2
","3
","3
","2
","2
","2
","2
","2
","2
","1
","1
","1
","2
","1
","1
","2
","2
","1
","
","1
","1
","2
","1
","1
","
","1
","1
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","2
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1671
","U
","3
","27360
","0590
"
"1500755
","01
","01
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","2
","2
","1
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","4
","1
","1
","2
","2
","1
","1
","2
","1
","1
","2
","2
","2
","2
","1
","2
","2
","2
","2
","1
","2
","2
","1
","1
","1
","3
","
","
","2
","2
","1
","3
","
","
","2
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","1
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","3
","1
","2
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","4167
","U
","4
","27370
","0600
"
"1500755
","02
","01
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","2
","1
","1
","3
","2
","3
","2
","2
","2
","2
","2
","1
","1
","3
","3
","1
","2
","1
","2
","2
","1
","2
","1
","1
","2
","3
","3
","2
","1
","2
","2
","2
","1
","1
","2
","2
","2
","1
","2
","2
","
","
","
","3
","
","2
","
","
","
","2
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","1
","0
","1
","1
","0
","1
","0
","1
","1
","1
","1
","0
","0
","0
","4
","1
","2
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1667
","U
","4
","27370
","0600
"
"1500755
","03
","01
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","2
","2
","1
","3
","2
","3
","2
","2
","2
","3
","3
","2
","2
","3
","3
","2
","2
","2
","2
","2
","1
","2
","1
","1
","1
","3
","3
","2
","2
","2
","2
","2
","1
","1
","1
","1
","1
","1
","1
","3
","3
","3
","3
","3
","3
","3
","3
","3
","3
","3
","3
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","1
","1
","0
","1
","0
","1
","0
","1
","0
","0
","0
","0
","4
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1667
","U
","4
","27370
","0600
"
"1500755
","04
","02
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","2
","2
","1
","3
","2
","3
","2
","2
","2
","2
","2
","2
","2
","3
","1
","2
","2
","2
","2
","2
","1
","2
","1
","1
","1
","1
","3
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","1
","1
","4
","
","
","
","3
","3
","3
","
","
","
","3
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","1
","1
","0
","0
","0
","1
","0
","1
","1
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2500
","U
","4
","27370
","0600
"
"1500755
","05
","01
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","2
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","3
","4
","1
","1
","1
","2
","2
","1
","2
","1
","1
","1
","1
","2
","2
","1
","2
","2
","2
","2
","1
","1
","1
","1
","1
","1
","4
","3
","4
","2
","2
","2
","4
","3
","4
","2
","3
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","1
","1
","0
","1
","0
","1
","1
","1
","0
","0
","0
","0
","4
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","5000
","U
","4
","27370
","0600
"
"1500772
","01
","02
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","1
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","1
","2
","2
","3
","2
","1
","1
","2
","1
","1
","2
","1
","2
","2
","2
","2
","2
","2
","2
","1
","2
","1
","1
","1
","1
","2
","1
","1
","2
","2
","2
","
","1
","1
","3
","3
","2
","
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","0
","0
","0
","0
","1
","0
","1
","0
","1
","0
","0
","0
","0
","3
","1
","2
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1281
","U
","3
","27380
","0590
"
"1500772
","02
","03
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","1
","2
","2
","3
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","4
","1
","1
","1
","2
","2
","1
","2
","1
","1
","1
","3
","2
","2
","2
","1
","2
","2
","2
","2
","1
","2
","1
","1
","1
","
","3
","
","2
","1
","2
","
","3
","
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","1
","1
","1
","0
","1
","0
","1
","1
","1
","1
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1922
","U
","3
","27380
","0590
"
"1500772
","03
","01
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","1
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","1
","1
","2
","1
","2
","2
","1
","2
","1
","1
","1
","3
","2
","2
","1
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","1
","1
","0
","1
","0
","0
","1
","0
","1
","1
","1
","0
","0
","0
","0
","2
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","641
","U
","3
","27380
","0590
"
"1500772
","04
","02
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","1
","2
","1
","3
","2
","3
","2
","2
","2
","2
","2
","1
","1
","1
","3
","2
","2
","2
","2
","2
","1
","2
","1
","1
","2
","1
","2
","2
","2
","1
","2
","2
","1
","1
","1
","1
","1
","1
","1
","3
","3
","2
","2
","2
","2
","3
","3
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","1
","0
","0
","1
","1
","0
","1
","0
","1
","1
","1
","0
","0
","0
","0
","3
","1
","2
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1922
","U
","3
","27380
","0590
"
"1500772
","05
","03
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","1
","1
","1
","1
","2
","3
","2
","2
","2
","2
","1
","1
","1
","2
","3
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","1
","1
","2
","1
","1
","
","3
","2
","
","1
","1
","
","3
","2
","
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","1
","0
","1
","1
","0
","0
","0
","1
","1
","1
","1
","0
","0
","0
","3
","2
","
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1922
","U
","3
","27380
","0590
"
"1500773
","01
","02
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","5
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","4
","1
","2
","1
","2
","2
","2
","2
","1
","2
","2
","3
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","1
","2
","
","
","
","
","2
","
","
","
","
","
","2
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","0
","1
","1
","0
","1
","0
","1
","1
","1
","0
","0
","0
","0
","4
","1
","2
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2869
","U
","4
","27390
","0600
"
"1500773
","02
","01
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","5
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","3
","1
","1
","1
","2
","1
","1
","2
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","1
","2
","1
","1
","1
","1
","2
","
","2
","2
","1
","1
","2
","
","2
","2
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","1
","1
","0
","1
","1
","0
","1
","0
","1
","1
","0
","0
","0
","0
","0
","4
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1434
","U
","4
","27390
","0600
"
"1500773
","03
","04
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","5
","1
","1
","2
","1
","3
","1
","1
","1
","1
","2
","1
","3
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","3
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","2
","
","
","
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","2
","1
","1
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2869
","U
","4
","27390
","0600
"
"1500773
","04
","02
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","5
","2
","1
","1
","2
","1
","2
","2
","2
","2
","2
","1
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","1
","1
","3
","2
","3
","2
","2
","2
","3
","2
","3
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","1
","1
","1
","0
","0
","1
","0
","1
","0
","1
","0
","0
","0
","0
","2
","1
","2
","2
","
","1
","2
","2
","2
","2
","2
","2
","2
","2
","1434
","U
","4
","27390
","0600
"
"1500773
","05
","01
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","5
","1
","1
","3
","1
","3
","1
","1
","1
","1
","1
","1
","1
","1
","3
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","1
","1
","
","
","
","9
","2
","2
","
","
","
","3
","3
","3
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","1
","0
","0
","0
","0
","0
","1
","0
","1
","1
","0
","0
","0
","0
","0
","2
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1434
","U
","4
","27390
","0600
"
"1500805
","01
","02
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","4
","2
","1
","2
","2
","3
","3
","3
","1
","2
","3
","3
","2
","3
","4
","1
","1
","1
","1
","1
","2
","2
","1
","3
","2
","3
","3
","2
","2
","2
","1
","2
","2
","1
","1
","1
","9
","9
","1
","4
","3
","2
","
","
","9
","4
","3
","3
","
","
","9
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","1
","1
","0
","1
","0
","1
","1
","1
","0
","0
","0
","0
","4
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1111
","U
","2
","27400
","0580
"
"1500805
","02
","03
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","4
","2
","1
","3
","2
","3
","1
","1
","2
","2
","2
","2
","2
","3
","3
","2
","2
","1
","2
","2
","1
","2
","1
","1
","2
","1
","3
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","3
","2
","3
","3
","3
","3
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","1
","0
","0
","0
","0
","1
","1
","1
","0
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2222
","U
","2
","27400
","0580
"
"1500805
","03
","10
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","1
","B
","-
","4
","2
","2
","3
","2
","3
","3
","1
","2
","2
","2
","3
","3
","3
","9
","1
","1
","1
","1
","1
","1
","2
","1
","1
","1
","3
","3
","2
","2
","2
","1
","2
","1
","2
","2
","2
","9
","9
","9
","
","
","
","
","
","
","
","
","
","
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","1
","1
","0
","0
","0
","0
","1
","1
","1
","0
","0
","0
","0
","4
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1111
","U
","2
","27400
","0580
"
"1500805
","04
","01
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","4
","2
","1
","2
","2
","3
","2
","2
","2
","3
","2
","3
","3
","3
","4
","1
","1
","1
","1
","1
","1
","2
","1
","1
","2
","3
","3
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","1
","1
","3
","3
","3
","2
","2
","2
","4
","4
","4
","3
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","0
","1
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","3
","1
","2
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1111
","U
","2
","27400
","0580
"
"1500805
","05
","01
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","4
","1
","1
","1
","1
","3
","3
","3
","1
","2
","3
","1
","1
","3
","1
","1
","1
","1
","2
","1
","2
","2
","1
","1
","2
","1
","3
","2
","2
","2
","2
","2
","2
","1
","2
","2
","1
","1
","2
","3
","
","
","2
","2
","
","2
","
","
","2
","2
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","1
","0
","0
","0
","0
","1
","0
","1
","1
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1666
","U
","2
","27400
","0580
"
"1500818
","01
","01
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","3
","2
","1
","1
","2
","3
","1
","1
","1
","2
","2
","3
","3
","3
","1
","2
","1
","2
","2
","2
","2
","2
","1
","2
","2
","3
","3
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","1
","1
","2
","9
","9
","9
","9
","9
","2
","9
","9
","9
","9
","9
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","0
","1
","0
","1
","0
","1
","1
","1
","0
","0
","0
","0
","3
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1635
","U
","2
","27410
","0580
"
"1500818
","02
","01
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","B
","-
","3
","1
","1
","1
","1
","3
","3
","3
","1
","2
","3
","1
","1
","3
","1
","1
","1
","1
","2
","1
","1
","2
","2
","2
","2
","3
","3
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","1
","1
","3
","4
","4
","9
","2
","9
","4
","4
","4
","9
","2
","9
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","1
","1
","1
","0
","1
","0
","1
","0
","1
","0
","0
","0
","0
","3
","1
","2
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1635
","U
","2
","27410
","0580
"
"1500818
","03
","09
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","1
","B
","-
","3
","1
","1
","1
","1
","3
","3
","1
","3
","3
","2
","1
","2
","3
","2
","2
","1
","1
","2
","2
","1
","2
","1
","2
","2
","3
","3
","2
","2
","2
","2
","2
","1
","1
","1
","1
","1
","1
","1
","3
","3
","2
","1
","1
","1
","2
","1
","2
","1
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","1
","0
","0
","1
","0
","1
","1
","1
","0
","0
","0
","0
","2
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","545
","U
","2
","27410
","0580
"
"1500818
","04
","02
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","3
","2
","2
","3
","2
","3
","3
","3
","3
","3
","2
","2
","3
","3
","3
","1
","1
","1
","2
","1
","1
","2
","1
","1
","2
","3
","3
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","4
","
","
","
","
","
","4
","
","
","
","
","
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","0
","0
","0
","0
","2
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1090
","U
","2
","27410
","0580
"
"1500818
","05
","04
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","1
","B
","-
","3
","2
","2
","3
","2
","3
","2
","2
","3
","3
","2
","3
","3
","3
","4
","1
","1
","1
","2
","1
","1
","2
","3
","2
","2
","1
","3
","2
","2
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","1
","0
","0
","0
","0
","1
","1
","1
","0
","0
","0
","0
","4
","1
","1
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","545
","U
","2
","27410
","0580
"
"1500946
","01
","01
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","2
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","4
","1
","1
","1
","1
","1
","1
","2
","1
","1
","1
","2
","3
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","1
","1
","4
","3
","3
","1
","1
","1
","4
","3
","3
","1
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","0
","1
","0
","0
","1
","0
","1
","1
","1
","1
","0
","0
","0
","4
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","605
","U
","2
","27420
","0580
"
"1500946
","02
","01
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","2
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","4
","1
","1
","1
","1
","1
","1
","2
","1
","1
","1
","1
","3
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","1
","1
","4
","2
","3
","1
","1
","1
","4
","4
","3
","1
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","1
","0
","0
","0
","1
","0
","1
","1
","1
","1
","0
","0
","0
","4
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1209
","U
","2
","27420
","0580
"
"1500946
","03
","03
","15
","Mexico
","013
","Atizapan de Zaragoza
","0001
","90
","0419
","01
","0
","A
","-
","2
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","4
","1
","1
","1
","1
","1
","1
","2
","1
","1
","1
","3
","3
","2
","2
","2
","1
","2
","1
","1
","1
","1
","1
","1
","1
","3
","3
","3
","1
","1
","1
","4
","3
","4
","1
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","0
","1
","0
","0
","1
","0
","1
","1
","1
","1
","0
","0
","0
","4
","2
","
","2
","
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1814
","U
","2
","27420
","0580
"
