"ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_01","BP1_6_02","BP1_6_03","BP1_6_04","BP1_6_05","BP1_6_06","BP1_6_07","BP1_6_08","BP1_6_09","BP1_6_10","BP1_6_11","BP1_6_12","BP1_6_13","BP1_6_99","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_8_1","BP1_8_2","BP1_8_3","BP1_8_4","BP1_8_5","BP1_9_1","BP1_9_2","BP1_9_3","BP1_9_4","BP1_9_5","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"1506569.065
","1506569.065.07
","1506569
","02
","07
","15
","Mexico
","033
","Ecatepec de Morelos
","0001
","27
","Ecatepec de Morelos
","0121
","01
","1
","1
","-
","2
","2
","75
","2
","1
","3
","2
","3
","2
","2
","3
","3
","3
","3
","3
","3
","4
","2
","1
","2
","2
","2
","1
","2
","2
","3
","1
","1
","3
","2
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","1
","1
","0
","0
","0
","0
","1
","0
","1
","1
","1
","0
","1
","0
","0
","0
","4
","2151
","U
","2
","28580
","0460
"
"1506569.093
","1506569.093.02
","1506569
","03
","02
","15
","Mexico
","033
","Ecatepec de Morelos
","0001
","27
","Ecatepec de Morelos
","0121
","01
","0
","0
","-
","2
","2
","39
","1
","1
","3
","1
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","1
","2
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","2
","2
","2
","2
","2
","
","
","
","2
","2
","
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","0
","1
","1
","0
","0
","1
","1
","0
","0
","1
","0
","0
","0
","3
","4303
","U
","2
","28580
","0460
"
"1506569.127
","1506569.127.03
","1506569
","04
","03
","15
","Mexico
","033
","Ecatepec de Morelos
","0001
","27
","Ecatepec de Morelos
","0121
","01
","0
","0
","-
","2
","1
","23
","2
","1
","1
","1
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","9
","2
","0
","0
","1
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","2
","1
","1
","1
","1
","2
","1
","1
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","
","6454
","U
","2
","28580
","0460
"
"1506599.010
","1506599.010.02
","1506599
","01
","02
","15
","Mexico
","033
","Ecatepec de Morelos
","0001
","27
","Ecatepec de Morelos
","0121
","01
","0
","0
","-
","3
","2
","35
","1
","2
","2
","2
","3
","2
","2
","2
","2
","2
","1
","2
","2
","3
","2
","1
","1
","1
","1
","1
","2
","1
","1
","1
","1
","1
","2
","0
","0
","1
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","1
","1
","2
","1
","1
","2
","2
","
","9
","2
","3
","4
","
","2
","2
","1
","1
","0
","1
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","0
","0
","0
","1
","0
","0
","0
","0
","1
","1
","1
","1
","0
","1
","0
","1
","0
","1
","1
","1
","0
","0
","0
","2
","7089
","U
","2
","28590
","0460
"
"1506599.042
","1506599.042.01
","1506599
","02
","01
","15
","Mexico
","033
","Ecatepec de Morelos
","0001
","27
","Ecatepec de Morelos
","0121
","01
","0
","0
","-
","3
","2
","57
","2
","2
","2
","2
","3
","2
","1
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","2
","2
","1
","2
","1
","1
","2
","2
","1
","2
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","1
","1
","0
","0
","0
","0
","1
","0
","1
","0
","1
","0
","0
","0
","2
","7089
","U
","2
","28590
","0460
"
"1506599.076
","1506599.076.02
","1506599
","03
","02
","15
","Mexico
","033
","Ecatepec de Morelos
","0001
","27
","Ecatepec de Morelos
","0121
","01
","0
","0
","-
","3
","1
","48
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","1
","1
","1
","1
","1
","1
","1
","2
","1
","1
","1
","1
","1
","2
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","0
","0
","0
","0
","1
","1
","1
","1
","1
","4
","4
","4
","4
","9
","4
","4
","4
","4
","9
","1
","1
","0
","0
","0
","1
","1
","0
","0
","0
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","0
","1
","1
","1
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","0
","1
","1
","0
","1
","0
","0
","1
","1
","1
","1
","0
","0
","0
","4
","7089
","U
","2
","28590
","0460
"
"1506599.138
","1506599.138.03
","1506599
","05
","03
","15
","Mexico
","033
","Ecatepec de Morelos
","0001
","27
","Ecatepec de Morelos
","0121
","01
","1
","1
","-
","3
","2
","51
","2
","1
","3
","1
","3
","1
","1
","1
","2
","2
","1
","1
","1
","1
","2
","1
","2
","2
","2
","2
","2
","1
","1
","1
","2
","2
","2
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","2
","3
","1
","1
","1
","2
","2
","1
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","3
","2363
","U
","2
","28590
","0460
"
"1506683.012
","1506683.012.02
","1506683
","04
","02
","15
","Mexico
","033
","Ecatepec de Morelos
","0001
","27
","Ecatepec de Morelos
","0121
","01
","0
","0
","-
","3
","2
","29
","1
","1
","3
","2
","3
","2
","2
","2
","2
","2
","1
","1
","2
","4
","2
","1
","1
","2
","1
","1
","2
","1
","1
","1
","1
","1
","2
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","1
","1
","1
","1
","2
","1
","1
","1
","1
","2
","1
","1
","1
","1
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","2
","3334
","U
","2
","28600
","0460
"
"1506683.041
","1506683.041.01
","1506683
","01
","01
","15
","Mexico
","033
","Ecatepec de Morelos
","0001
","27
","Ecatepec de Morelos
","0121
","01
","0
","0
","-
","3
","2
","35
","2
","2
","1
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","4
","2
","1
","1
","2
","1
","1
","2
","2
","1
","1
","1
","1
","2
","1
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","4
","4
","9
","4
","9
","4
","4
","9
","9
","9
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","1
","0
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","4
","3334
","U
","2
","28600
","0460
"
"1506683.066
","1506683.066.02
","1506683
","02
","02
","15
","Mexico
","033
","Ecatepec de Morelos
","0001
","27
","Ecatepec de Morelos
","0121
","01
","0
","0
","-
","3
","2
","57
","2
","1
","1
","1
","3
","1
","1
","3
","3
","2
","3
","3
","3
","9
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","3
","2
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","2
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","3334
","U
","2
","28600
","0460
"
"1506683.091
","1506683.091.03
","1506683
","03
","03
","15
","Mexico
","033
","Ecatepec de Morelos
","0001
","27
","Ecatepec de Morelos
","0121
","01
","0
","0
","-
","3
","2
","24
","2
","1
","3
","2
","1
","1
","1
","1
","1
","2
","1
","1
","2
","4
","2
","1
","2
","2
","1
","2
","2
","1
","1
","1
","1
","1
","2
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","2
","1
","1
","3
","3
","
","2
","2
","3
","2
","
","2
","2
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","0
","0
","1
","1
","1
","1
","0
","0
","0
","0
","3
","5000
","U
","2
","28600
","0460
"
"1506683.096
","1506683.096.07
","1506683
","05
","07
","15
","Mexico
","033
","Ecatepec de Morelos
","0001
","27
","Ecatepec de Morelos
","0121
","01
","1
","1
","-
","3
","2
","26
","2
","1
","3
","1
","3
","1
","1
","3
","3
","2
","1
","2
","1
","3
","2
","1
","2
","2
","2
","1
","2
","2
","1
","1
","1
","1
","2
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","3
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","1
","1
","1
","0
","1
","0
","1
","1
","1
","0
","1
","0
","0
","0
","3
","3334
","U
","2
","28600
","0460
"
"1506714.004
","1506714.004.02
","1506714
","01
","02
","15
","Mexico
","033
","Ecatepec de Morelos
","0001
","27
","Ecatepec de Morelos
","0121
","01
","0
","0
","-
","2
","2
","53
","2
","2
","3
","2
","3
","2
","2
","3
","3
","2
","2
","1
","1
","4
","1
","1
","1
","1
","1
","1
","2
","2
","1
","1
","2
","2
","2
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","2
","2
","2
","1
","2
","
","
","
","9
","
","
","
","
","2
","
","1
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","1
","0
","0
","0
","0
","1
","0
","1
","0
","1
","0
","0
","0
","4
","9180
","U
","2
","28610
","0460
"
"1506714.025
","1506714.025.01
","1506714
","02
","01
","15
","Mexico
","033
","Ecatepec de Morelos
","0001
","27
","Ecatepec de Morelos
","0121
","01
","0
","0
","-
","2
","1
","43
","2
","1
","1
","1
","3
","1
","1
","1
","3
","3
","1
","1
","1
","3
","2
","1
","1
","2
","2
","1
","2
","2
","1
","2
","2
","3
","2
","0
","0
","1
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","2
","2
","1
","1
","1
","2
","2
","1
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","3
","2295
","U
","2
","28610
","0460
"
"1506714.044
","1506714.044.01
","1506714
","03
","01
","15
","Mexico
","033
","Ecatepec de Morelos
","0001
","27
","Ecatepec de Morelos
","0121
","01
","0
","1
","-
","2
","1
","30
","2
","1
","1
","1
","9
","1
","1
","2
","2
","2
","1
","2
","2
","1
","2
","1
","1
","1
","1
","1
","2
","1
","2
","1
","2
","2
","2
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","3
","3
","4
","1
","1
","4
","3
","3
","1
","2
","1
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","1
","0
","0
","0
","1
","1
","0
","1
","1
","0
","0
","0
","0
","3
","2295
","U
","2
","28610
","0460
"
"1506714.067
","1506714.067.04
","1506714
","04
","04
","15
","Mexico
","033
","Ecatepec de Morelos
","0001
","27
","Ecatepec de Morelos
","0121
","01
","0
","0
","-
","2
","2
","94
","1
","1
","3
","3
","3
","3
","3
","3
","3
","3
","1
","1
","3
","1
","2
","2
","2
","2
","2
","1
","2
","2
","3
","2
","3
","2
","2
","0
","0
","0
","0
","0
","0
","0
","1
","1
","0
","1
","0
","0
","0
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","9
","9180
","U
","2
","28610
","0460
"
"1506714.083
","1506714.083.01
","1506714
","05
","01
","15
","Mexico
","033
","Ecatepec de Morelos
","0001
","27
","Ecatepec de Morelos
","0121
","01
","0
","0
","-
","2
","1
","59
","2
","2
","2
","2
","3
","2
","1
","1
","2
","2
","1
","2
","3
","4
","1
","1
","1
","1
","1
","1
","2
","2
","1
","1
","1
","1
","2
","1
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","1
","1
","1
","1
","1
","4
","2
","2
","2
","2
","4
","4
","9
","2
","9
","1
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","0
","1
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","4
","6885
","U
","2
","28610
","0460
"
"1506791.018
","1506791.018.02
","1506791
","01
","02
","15
","Mexico
","033
","Ecatepec de Morelos
","0001
","27
","Ecatepec de Morelos
","0121
","01
","0
","1
","-
","3
","2
","76
","2
","1
","3
","2
","3
","1
","1
","3
","3
","2
","1
","2
","3
","4
","2
","1
","1
","2
","2
","2
","2
","2
","2
","1
","2
","1
","2
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","1
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","2
","2485
","U
","3
","28620
","0470
"
"1506791.048
","1506791.048.03
","1506791
","02
","03
","15
","Mexico
","033
","Ecatepec de Morelos
","0001
","27
","Ecatepec de Morelos
","0121
","01
","0
","0
","-
","3
","2
","42
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","1
","2
","2
","2
","2
","2
","1
","1
","1
","1
","2
","1
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","2
","2
","2
","1
","1
","
","
","
","9
","9
","
","
","
","1
","9
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","1
","1
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","3
","7454
","U
","3
","28620
","0470
"
"1506791.067
","1506791.067.02
","1506791
","03
","02
","15
","Mexico
","033
","Ecatepec de Morelos
","0001
","27
","Ecatepec de Morelos
","0121
","01
","0
","0
","-
","3
","2
","52
","2
","1
","1
","2
","3
","3
","2
","2
","2
","3
","2
","1
","3
","4
","2
","2
","1
","2
","9
","1
","2
","2
","1
","1
","1
","3
","3
","1
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","3
","2
","2
","1
","2
","3
","3
","2
","2
","2
","1
","1
","0
","0
","0
","1
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","1
","0
","1
","0
","0
","1
","0
","1
","1
","1
","0
","1
","0
","0
","0
","3
","4969
","U
","3
","28620
","0470
"
"1506791.106
","1506791.106.02
","1506791
","05
","02
","15
","Mexico
","033
","Ecatepec de Morelos
","0001
","27
","Ecatepec de Morelos
","0121
","01
","0
","0
","-
","3
","1
","23
","2
","1
","1
","2
","3
","2
","2
","2
","2
","2
","2
","1
","2
","3
","1
","1
","2
","2
","2
","1
","2
","2
","1
","1
","2
","1
","2
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","2
","2
","1
","1
","1
","
","
","2
","2
","2
","
","
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","0
","1
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","4
","4969
","U
","3
","28620
","0470
"
"1506791.161
","1506791.161.03
","1506791
","04
","03
","15
","Mexico
","033
","Ecatepec de Morelos
","0001
","27
","Ecatepec de Morelos
","0121
","01
","0
","0
","-
","3
","1
","20
","1
","1
","1
","1
","3
","1
","1
","1
","1
","1
","1
","1
","1
","4
","2
","2
","2
","2
","2
","2
","2
","1
","2
","2
","2
","2
","2
","0
","0
","1
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","1
","1
","1
","1
","1
","4
","4
","3
","2
","2
","4
","4
","2
","3
","2
","1
","1
","0
","1
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","1
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","4
","7454
","U
","3
","28620
","0470
"
"1506821.010
","1506821.010.01
","1506821
","04
","01
","15
","Mexico
","033
","Ecatepec de Morelos
","0001
","27
","Ecatepec de Morelos
","0121
","01
","0
","1
","-
","5
","2
","70
","2
","2
","3
","2
","3
","1
","1
","2
","2
","2
","1
","1
","1
","4
","2
","2
","1
","2
","2
","2
","2
","2
","2
","1
","2
","3
","2
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","2
","1
","1
","1
","1
","
","4
","1
","1
","1
","
","4
","1
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","0
","1
","0
","1
","1
","0
","1
","0
","1
","1
","1
","0
","0
","0
","3
","2177
","U
","4
","28630
","0480
"
"1506821.027
","1506821.027.03
","1506821
","03
","03
","15
","Mexico
","033
","Ecatepec de Morelos
","0001
","27
","Ecatepec de Morelos
","0121
","01
","0
","0
","-
","5
","2
","25
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","4
","1
","2
","1
","1
","1
","2
","2
","1
","2
","1
","2
","2
","2
","1
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","2
","1
","1
","1
","4
","
","3
","4
","3
","3
","
","3
","3
","3
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","0
","0
","0
","0
","0
","2
","8709
","U
","4
","28630
","0480
"
"1506821.049
","1506821.049.01
","1506821
","05
","01
","15
","Mexico
","033
","Ecatepec de Morelos
","0001
","27
","Ecatepec de Morelos
","0121
","01
","0
","0
","-
","5
","1
","38
","2
","1
","1
","2
","3
","2
","2
","2
","2
","2
","1
","1
","3
","3
","2
","2
","1
","2
","1
","1
","2
","2
","2
","2
","2
","2
","2
","1
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","4
","3
","2
","1
","1
","3
","2
","2
","1
","1
","1
","1
","0
","1
","0
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","1
","0
","1
","0
","0
","0
","0
","1
","0
","1
","0
","1
","0
","0
","0
","3
","2177
","U
","4
","28630
","0480
"
"1506821.055
","1506821.055.02
","1506821
","02
","02
","15
","Mexico
","033
","Ecatepec de Morelos
","0001
","27
","Ecatepec de Morelos
","0121
","01
","0
","0
","-
","5
","2
","55
","2
","1
","3
","2
","3
","2
","2
","2
","2
","2
","2
","1
","2
","3
","1
","1
","1
","1
","1
","2
","1
","2
","2
","2
","1
","2
","2
","1
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","1
","1
","1
","1
","1
","2
","2
","1
","1
","1
","2
","2
","1
","1
","9
","1
","1
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","1
","1
","0
","1
","0
","0
","0
","0
","1
","1
","1
","0
","1
","0
","0
","0
","3
","13064
","U
","4
","28630
","0480
"
"1506821.075
","1506821.075.01
","1506821
","01
","01
","15
","Mexico
","033
","Ecatepec de Morelos
","0001
","27
","Ecatepec de Morelos
","0121
","01
","0
","0
","-
","5
","1
","32
","2
","1
","1
","2
","3
","3
","2
","2
","2
","2
","1
","2
","2
","3
","2
","2
","1
","2
","1
","1
","2
","2
","2
","2
","1
","3
","2
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","4
","3
","3
","1
","1
","4
","4
","2
","1
","1
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","1
","0
","1
","0
","0
","1
","0
","1
","1
","1
","0
","1
","0
","0
","0
","3
","2177
","U
","4
","28630
","0480
"
"1506844.009
","1506844.009.02
","1506844
","04
","02
","15
","Mexico
","033
","Ecatepec de Morelos
","0001
","27
","Ecatepec de Morelos
","0121
","01
","0
","0
","-
","2
","2
","39
","2
","1
","3
","2
","3
","2
","2
","3
","3
","2
","1
","2
","2
","4
","1
","1
","1
","2
","2
","2
","2
","1
","1
","1
","1
","1
","2
","0
","0
","1
","0
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","2
","2
","1
","1
","3
","
","
","2
","2
","4
","
","
","2
","2
","1
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","1
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","1
","1
","0
","0
","1
","0
","0
","0
","4
","4093
","U
","3
","28640
","0470
"
"1506844.053
","1506844.053.02
","1506844
","01
","02
","15
","Mexico
","033
","Ecatepec de Morelos
","0001
","27
","Ecatepec de Morelos
","0121
","01
","0
","0
","-
","2
","2
","37
","2
","1
","3
","2
","3
","1
","1
","3
","1
","2
","1
","1
","1
","3
","2
","1
","2
","2
","1
","1
","2
","2
","1
","2
","2
","1
","2
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","1
","1
","1
","1
","1
","3
","2
","1
","1
","1
","2
","2
","1
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","0
","1
","0
","0
","1
","0
","1
","0
","1
","0
","0
","0
","0
","0
","3
","4093
","U
","3
","28640
","0470
"
"1506844.082
","1506844.082.02
","1506844
","02
","02
","15
","Mexico
","033
","Ecatepec de Morelos
","0001
","27
","Ecatepec de Morelos
","0121
","01
","0
","0
","-
","2
","2
","24
","2
","1
","1
","2
","2
","2
","1
","1
","2
","1
","1
","1
","2
","1
","1
","1
","1
","2
","1
","2
","2
","1
","1
","1
","2
","1
","2
","1
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","2
","3
","1
","1
","1
","1
","3
","1
","1
","2
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","1
","0
","1
","1
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","4
","6140
","U
","3
","28640
","0470
"
