"","ID_VIV","ID_PER","UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","NOM_CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","SEXO","EDAD","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_1","BP1_6_2","BP1_6_3","BP1_6_4","BP1_6_5","BP1_6_6","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_8_1","BP1_8_2","BP1_8_3","BP1_8_4","BP1_8_5","BP1_9_1","BP1_9_2","BP1_9_3","BP1_9_4","BP1_9_5","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_01","BP2_4_02","BP2_4_03","BP2_4_04","BP2_4_05","BP2_4_06","BP2_4_07","BP2_4_08","BP2_4_09","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_16","BP3_1_99","BP3_2","BP3_3","BP3_4","BP3_5","BP3_6","BP4_1_1","BP4_1_2","BP4_1_3","BP4_1_4","BP4_1_5","BP4_1_6","BP4_1_7","BP4_1_8","BP4_1_9","BP5_1","FAC_VIV","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"11411","1405961.076","1405961.076.02","1405961","01","02","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,0,"-",3,"1","24","1","1","1","2","3","1","1","1","1","1","1","1","1","2","2","1","1","1","1","2","2","2","2","2","2","1","2","2","2","2","2","2","2","1","1","1","1","1","4","2","1","1","1","4","2","1","1","1","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","0","0","1","0","1","0","1","0","0","0","3","2","","2","","2","2","2","2","2","2","1","2","2","1",488,1464,"U","2","02585","0077"
"11412","1405961.095","1405961.095.01","1405961","02","01","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,0,"-",3,"1","83","2","1","2","2","3","3","3","2","3","1","3","3","3","4","2","1","1","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","2","3","2","1","2","2","3","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","1","2","2","2","2","2","2","2","2","2","2","1",488,976,"U","2","02585","0077"
"11413","1405969.007","1405969.007.03","1405969","03","03","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,0,"-",2,"1","24","1","1","1","1","3","1","3","3","3","1","3","1","1","1","2","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","1","1","1","4","1","1","1","1","4","1","1","1","1","1","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","2","1","2","2","","1","2","2","1","2","2","2","2","2","1",570,1709,"U","2","02586","0077"
"11414","1405969.033","1405969.033.02","1405969","04","02","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,0,"-",2,"2","47","2","1","3","1","3","1","1","1","1","2","3","1","1","3","2","1","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","1","2","4","","3","2","","4","","3","2","","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","1",570,1140,"U","2","02586","0077"
"11415","1405969.096","1405969.096.01","1405969","01","01","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,0,"-",2,"1","42","2","1","1","2","3","1","3","3","3","1","1","2","1","1","2","2","2","1","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","1","2","1","1","2","3","","2","1","","2","","1","1","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","2","1","2","2","","1","2","2","2","2","2","2","2","2","2",570,570,"U","2","02586","0077"
"11416","1405969.138","1405969.138.01","1405969","02","01","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,0,"-",2,"1","44","1","1","1","1","3","1","3","3","3","1","3","2","2","2","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","2","2","2","1","","2","1","2","1","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",570,570,"U","2","02586","0077"
"11417","1405969.163","1405969.163.02","1405969","05","02","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,0,"-",2,"2","41","2","2","1","1","3","2","2","3","3","1","2","1","1","4","1","1","1","2","1","1","2","2","1","1","2","2","2","2","2","2","2","2","2","1","2","2","1","2","2","","","2","","2","","","2","","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","1","0","0","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","1",570,1140,"U","2","02586","0077"
"11418","1405976.009","1405976.009.03","1405976","01","03","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,0,"-",1,"1","31","2","2","2","2","2","2","2","2","2","2","2","2","2","4","1","1","1","1","1","1","2","2","1","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","2","3","2","2","2","3","3","3","2","2","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","1","0","1","1","1","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","1",475,1425,"U","2","02587","0077"
"11419","1405976.032","1405976.032.01","1405976","02","01","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,0,"-",1,"1","54","2","2","2","2","3","2","2","2","2","2","2","2","2","3","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","3","2","2","2","1","2","2","2","2","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","1","1","1","1","1","1","0","0","0","0","2","1","1","2","","2","2","2","2","2","2","2","2","2","1",475,950,"U","2","02587","0077"
"11420","1405976.059","1405976.059.03","1405976","03","03","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,0,"-",1,"2","23","2","1","3","2","3","2","2","2","2","2","2","1","2","3","1","2","1","2","2","2","2","2","1","1","1","2","2","2","2","2","2","2","2","1","1","1","1","2","2","2","3","2","","3","3","2","1","","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","1","0","1","0","0","0","0","0","4","2","","2","","2","2","2","2","2","2","2","1","2","1",475,1425,"U","2","02587","0077"
"11421","1405976.111","1405976.111.01","1405976","05","01","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,0,"-",1,"1","32","1","1","1","1","3","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","","","","","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","2","","2","","2","2","2","2","2","2","2","2","2","1",475,950,"U","2","02587","0077"
"11422","1406008.021","1406008.021.01","1406008","05","01","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,2,"-",5,"1","71","1","1","3","1","3","1","3","3","3","3","1","1","3","1","2","2","2","2","2","2","2","2","2","3","2","3","3","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","3",655,1310,"U","2","02588","0077"
"11423","1406008.084","1406008.084.02","1406008","03","02","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,2,"-",5,"2","33","1","1","1","2","3","1","3","3","3","2","1","1","1","3","2","1","2","2","2","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","1","1","1","2","","3","3","3","","","3","3","3","","1","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","2","","1","2","2","2","2","2","2","2","2","2","2","1",655,1310,"U","2","02588","0077"
"11424","1406008.118","1406008.118.06","1406008","01","06","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",1,2,"-",5,"2","65","2","1","3","2","3","2","2","3","3","2","1","2","3","1","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","1","2","","","","3","","","","","3","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","0","0","0","0","1","1","0","1","0","0","0","1","0","1","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","3",655,1310,"U","2","02588","0077"
"11425","1406008.156","1406008.156.01","1406008","02","01","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,2,"-",5,"1","50","1","1","2","2","3","1","1","1","2","2","1","1","2","3","1","1","2","1","1","1","2","1","1","2","2","1","2","1","2","2","1","2","2","2","1","1","1","2","","3","1","2","","","3","2","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","1","1","1","0","0","0","1","1","0","1","1","0","0","0","2","1","2","2","","2","2","2","2","2","2","2","2","2","3",655,1310,"U","2","02588","0077"
"11426","1406017.006","1406017.006.02","1406017","05","02","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,0,"-",1,"2","29","2","2","2","2","3","1","1","2","2","3","1","1","1","3","2","2","2","2","2","2","2","2","1","1","1","1","2","2","2","2","2","2","2","1","1","1","2","2","1","2","1","","","2","3","1","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",702,1403,"U","2","02589","0077"
"11427","1406017.049","1406017.049.06","1406017","01","06","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,0,"-",1,"2","76","2","2","1","2","3","2","2","1","3","2","1","2","2","1","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","1","","","","1","1","","","","2","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","1","0","0","0","1","0","0","1","0","1","0","1","1","1","0","0","0","3","1","2","2","","2","2","2","2","2","2","2","2","2","1",702,4210,"U","2","02589","0077"
"11428","1406017.081","1406017.081.02","1406017","02","02","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,0,"-",1,"2","48","2","2","3","2","3","2","2","2","2","2","1","3","1","3","1","1","1","2","1","1","2","2","1","2","2","1","2","2","2","1","1","2","2","2","1","1","1","1","","2","1","2","2","","2","2","2","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","1","1","1","0","1","1","0","1","0","1","1","1","1","0","0","0","0","4","2","","2","","1","2","2","2","2","2","2","2","2","1",702,2105,"U","2","02589","0077"
"11429","1406017.118","1406017.118.02","1406017","03","02","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,0,"-",1,"2","51","2","1","1","1","3","3","1","1","2","1","1","3","3","4","2","2","2","2","2","2","2","2","2","1","2","3","2","2","2","2","2","2","2","1","2","1","1","2","2","","2","1","","2","","2","1","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","1","2","2","","2","2","2","2","2","2","2","2","2","2",702,2105,"U","2","02589","0077"
"11430","1406017.158","1406017.158.01","1406017","04","01","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,0,"-",1,"1","60","2","1","1","1","3","3","1","3","3","3","1","3","3","1","1","2","2","2","2","2","2","2","3","3","2","3","3","2","2","2","2","2","2","1","1","1","1","2","2","3","1","1","","2","3","2","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","2",702,1403,"U","2","02589","0077"
"11431","1406036.011","1406036.011.01","1406036","04","01","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,0,"-",1,"1","25","2","1","1","1","3","3","3","3","3","3","1","2","1","3","2","2","1","2","2","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","1","1","1","","","2","1","1","","","1","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","2","2","","2","","2","2","2","2","2","2","2","2","2","1",808,1616,"U","2","02590","0077"
"11432","1406036.044","1406036.044.01","1406036","03","01","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,0,"-",1,"2","39","2","1","1","2","3","2","1","2","2","2","2","3","2","3","1","2","1","1","1","1","2","2","1","1","1","1","2","2","1","2","2","2","2","2","2","1","1","1","","","2","2","2","","","2","2","2","1","1","1","1","1","1","0","0","1","1","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","0","0","0","1","1","1","1","1","0","0","0","4","2","","2","","1","2","2","2","2","2","2","2","2","1",808,808,"U","2","02590","0077"
"11433","1406036.113","1406036.113.02","1406036","01","02","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,0,"-",1,"2","34","2","1","3","2","3","2","1","1","1","3","1","1","1","4","1","1","1","1","1","1","2","1","1","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","3","2","1","1","1","3","2","1","1","1","1","0","1","1","1","1","0","1","0","1","1","0","0","0","1","1","0","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","3","1","2","2","","1","2","2","2","2","2","2","2","2","2",808,1616,"U","2","02590","0077"
"11434","1406036.196","1406036.196.01","1406036","02","01","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,0,"-",1,"1","42","2","1","1","2","3","2","2","2","2","2","1","1","2","4","1","1","1","1","1","1","2","1","1","2","2","1","2","2","2","1","1","2","1","1","1","1","1","1","2","2","2","1","2","2","3","2","2","2","1","0","0","1","0","1","1","0","0","0","0","1","1","0","1","1","1","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","3","2","","2","","1","2","2","2","2","2","2","2","2","1",808,1616,"U","2","02590","0077"
"11435","1406036.213","1406036.213.01","1406036","05","01","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,0,"-",1,"1","36","2","2","1","1","3","1","2","2","2","2","1","1","1","4","2","2","2","2","2","1","2","2","1","2","1","2","2","2","2","2","2","2","2","2","1","1","1","1","","3","3","3","9","","4","2","3","9","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","0","0","4","1","2","2","","2","2","2","2","2","2","2","2","2","1",808,1616,"U","2","02590","0077"
"11436","1406062.004","1406062.004.01","1406062","01","01","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,0,"-",3,"1","33","2","1","1","2","3","2","2","2","2","2","2","2","2","3","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","1","2","3","3","","3","","4","3","","3","","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","1","1","0","1","0","1","1","1","1","1","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","1",464,464,"U","2","02591","0077"
"11437","1406062.035","1406062.035.03","1406062","02","03","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,0,"-",3,"2","18","2","2","2","2","2","2","2","2","2","2","2","2","2","3","2","1","2","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","1","1","1","1","1","2","3","3","3","3","3","3","3","3","3","1","1","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","1","0","0","0","1","0","0","1","0","0","0","0","3","1","2","2","","1","2","2","2","2","2","2","2","2","1",464,1854,"U","2","02591","0077"
"11438","1406062.095","1406062.095.02","1406062","04","02","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,0,"-",3,"2","53","2","1","1","2","3","2","2","2","2","2","2","2","2","3","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","0","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",464,927,"U","2","02591","0077"
"11439","1406062.120","1406062.120.02","1406062","05","02","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,0,"-",3,"2","65","1","1","3","2","3","2","3","3","3","2","2","3","3","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","3","4","3","3","3","3","4","3","3","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","1","2","2","","2","2","2","2","2","2","2","2","2","3",464,927,"U","2","02591","0077"
"11440","1406062.131","1406062.131.02","1406062","03","02","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,0,"-",3,"1","73","1","1","1","1","3","3","3","2","2","2","2","2","2","4","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","4","9","","2","","2","2","2","2","2","2","2","2","2","4",464,1391,"U","2","02591","0077"
"11441","1406073.018","1406073.018.01","1406073","03","01","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,1,"-",4,"1","29","2","1","1","2","3","1","1","2","2","2","2","2","2","1","1","1","1","2","1","1","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","0","0","0","1","0","1","0","1","0","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",607,607,"U","1","02592","0076"
"11442","1406073.048","1406073.048.02","1406073","02","02","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,1,"-",4,"2","32","1","1","3","2","3","2","1","1","2","2","1","2","2","2","1","1","1","1","2","2","2","1","1","1","1","2","3","2","2","2","2","2","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","2","","2","","2","2","2","2","2","2","2","2","2","1",607,1215,"U","1","02592","0076"
"11443","1406073.063","1406073.063.02","1406073","01","02","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,2,"-",4,"2","49","2","1","1","2","3","1","1","2","1","1","1","1","1","4","1","1","1","1","2","1","2","1","1","1","2","2","2","2","2","2","1","2","1","1","1","1","1","1","4","4","2","3","2","4","3","2","2","2","1","1","1","1","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","1","0","1","0","1","0","1","1","0","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","1",607,2430,"U","1","02592","0076"
"11444","1406073.086","1406073.086.01","1406073","04","01","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,2,"-",4,"2","74","2","1","2","2","3","3","3","3","3","3","1","1","3","4","2","2","2","2","2","2","2","2","3","3","3","3","3","2","2","2","2","2","2","2","1","1","1","2","","2","9","2","","","9","9","9","","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","1","0","1","1","1","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","3",607,1215,"U","1","02592","0076"
"11445","1406093.019","1406093.019.01","1406093","01","01","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,0,"-",1,"1","58","2","2","2","2","3","2","2","2","2","2","2","2","2","3","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","4","4","4","4","4","4","4","4","4","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","1","1","0","1","1","0","1","1","1","0","0","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","1",463,926,"U","2","02593","0077"
"11446","1406093.071","1406093.071.02","1406093","03","02","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,0,"-",1,"2","51","2","2","2","2","3","2","2","2","2","2","2","2","2","4","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","1","1","1","2","2","4","3","3","","","4","3","4","","","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","1",463,926,"U","2","02593","0077"
"11447","1406093.094","1406093.094.02","1406093","04","02","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,0,"-",1,"2","35","2","2","3","2","3","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","1","1","1","1","3","2","2","2","2","2","2","1","1","1","1","2","3","2","3","3","","3","2","3","3","","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","1",463,926,"U","2","02593","0077"
"11448","1406093.116","1406093.116.01","1406093","05","01","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,0,"-",1,"1","58","1","1","1","1","3","3","2","3","3","1","1","1","1","4","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","3","2","1","1","1","4","3","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","2","","2","","2","2","2","2","2","2","2","2","2","1",463,926,"U","2","02593","0077"
"11449","1406100.007","1406100.007.02","1406100","01","02","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,0,"-",3,"1","37","2","1","1","1","3","2","2","1","3","3","1","1","1","3","1","1","1","2","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","3","3","2","3","2","3","3","2","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","0","0","0","0","1","1","0","1","0","1","1","1","1","1","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","1",437,1748,"U","2","02594","0077"
"11450","1406100.025","1406100.025.02","1406100","02","02","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,0,"-",3,"2","35","2","2","2","2","3","2","2","2","2","2","2","2","2","3","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","1","1","1","1","1","3","3","3","3","2","3","3","3","3","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1","0","0","0","0","0","1","1","1","1","0","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","1",437,874,"U","2","02594","0077"
"11451","1406100.047","1406100.047.03","1406100","03","03","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,2,"-",3,"2","68","2","1","3","2","3","2","3","3","3","3","2","2","2","3","1","1","1","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","1","2","2","2","","2","","3","3","","3","","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","0","0","0","0","1","1","0","0","0","1","1","0","1","0","1","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","3",437,1311,"U","2","02594","0077"
"11452","1406100.069","1406100.069.01","1406100","04","01","14","Jalisco","101","Tonala","0001","60","Tonala","0222","01",0,1,"-",3,"2","77","2","1","3","2","3","2","3","3","3","2","2","3","3","4","1","1","1","1","1","1","9","9","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","2","4","","","","","4","","","","","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","1","0","1","1","0","0","0","0","4","2","","2","","2","2","2","2","2","2","2","2","2","1",437,1311,"U","2","02594","0077"
